Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(9),H2(11),C2H3(14),C#C(20),C2H2(24),C3H7(16),C4H7(22),C4H7(41),C4H7(36),C4H6(42),C4H6(85),C4H6(65),C4H6(43),C4H7(26),C4H5(28),C4H5(180),C3H5(25)
3.76E-05,0.135155042,0,0,0,0,0.794708013,0.000409031,0.000322042,0.008335737,0.000119063,0.197465687,0.199636447,3.51E-06,0.00307944,2.04E-09,1.45E-07,1.35E-08,5.42E-11,4.11E-07,2.31E-05,3.73E-08,7.79E-07,1.99E-11,1.44E-10,7.27E-10,2.38E-14,2.40E-09
3.78E-05,0.135248503,0,0,0,0,0.793882718,0.0004089,0.000322336,0.00837392,0.000119004,0.198244354,0.200450467,3.53E-06,0.003106059,2.06E-09,1.45E-07,1.36E-08,5.48E-11,4.15E-07,2.34E-05,3.78E-08,7.89E-07,2.02E-11,1.46E-10,7.36E-10,2.41E-14,2.42E-09
3.80E-05,0.135341769,0,0,0,0,0.793059255,0.000408769,0.000322628,0.008412067,0.000118945,0.199021133,0.201262766,3.55E-06,0.00313275,2.08E-09,1.46E-07,1.38E-08,5.53E-11,4.19E-07,2.38E-05,3.83E-08,8.00E-07,2.05E-11,1.47E-10,7.46E-10,2.44E-14,2.44E-09
3.82E-05,0.135425542,0,0,0,0,0.792319699,0.000408651,0.000322889,0.008446367,0.000118893,0.199718626,0.20199237,3.56E-06,0.003156832,2.09E-09,1.46E-07,1.39E-08,5.58E-11,4.23E-07,2.40E-05,3.88E-08,8.10E-07,2.08E-11,1.48E-10,7.55E-10,2.47E-14,2.46E-09
3.83E-05,0.135509158,0,0,0,0,0.791581615,0.000408533,0.000323149,0.008480638,0.00011884,0.200414603,0.202720591,3.58E-06,0.00318097,2.11E-09,1.47E-07,1.40E-08,5.63E-11,4.27E-07,2.43E-05,3.92E-08,8.20E-07,2.10E-11,1.50E-10,7.64E-10,2.50E-14,2.47E-09
3.85E-05,0.135592617,0,0,0,0,0.790844997,0.000408415,0.000323408,0.00851488,0.000118788,0.20110907,0.203447434,3.60E-06,0.003205165,2.13E-09,1.47E-07,1.41E-08,5.68E-11,4.31E-07,2.46E-05,3.97E-08,8.30E-07,2.13E-11,1.51E-10,7.72E-10,2.53E-14,2.49E-09
3.88E-05,0.135759068,0,0,0,0,0.789376137,0.000408178,0.000323921,0.008583273,0.000118684,0.202493494,0.20489701,3.63E-06,0.003253723,2.16E-09,1.48E-07,1.44E-08,5.78E-11,4.39E-07,2.52E-05,4.07E-08,8.50E-07,2.18E-11,1.54E-10,7.90E-10,2.59E-14,2.52E-09
3.91E-05,0.135924901,0,0,0,0,0.787913074,0.000407941,0.00032443,0.008651549,0.00011858,0.203871947,0.20634114,3.66E-06,0.003302503,2.19E-09,1.48E-07,1.46E-08,5.87E-11,4.47E-07,2.58E-05,4.17E-08,8.70E-07,2.23E-11,1.56E-10,8.09E-10,2.65E-14,2.56E-09
3.95E-05,0.136090119,0,0,0,0,0.786455764,0.000407703,0.000324933,0.008719707,0.000118477,0.205244473,0.207779866,3.70E-06,0.003351504,2.22E-09,1.49E-07,1.49E-08,5.97E-11,4.55E-07,2.64E-05,4.26E-08,8.91E-07,2.28E-11,1.59E-10,8.27E-10,2.71E-14,2.59E-09
3.98E-05,0.136254728,0,0,0,0,0.785004164,0.000407465,0.000325431,0.008787749,0.000118375,0.206611119,0.209213228,3.73E-06,0.003400723,2.26E-09,1.50E-07,1.51E-08,6.07E-11,4.63E-07,2.71E-05,4.36E-08,9.12E-07,2.34E-11,1.61E-10,8.46E-10,2.77E-14,2.62E-09
4.01E-05,0.136418733,0,0,0,0,0.783558229,0.000407226,0.000325924,0.008855673,0.000118273,0.20797193,0.210641268,3.76E-06,0.003450158,2.29E-09,1.51E-07,1.54E-08,6.18E-11,4.71E-07,2.77E-05,4.47E-08,9.33E-07,2.39E-11,1.64E-10,8.64E-10,2.83E-14,2.66E-09
4.05E-05,0.136582136,0,0,0,0,0.782117917,0.000406987,0.000326412,0.008923482,0.000118173,0.20932695,0.212064026,3.80E-06,0.003499807,2.32E-09,1.51E-07,1.56E-08,6.28E-11,4.79E-07,2.83E-05,4.57E-08,9.55E-07,2.45E-11,1.67E-10,8.83E-10,2.89E-14,2.69E-09
4.08E-05,0.136744944,0,0,0,0,0.780683187,0.000406747,0.000326895,0.008991175,0.000118072,0.210676223,0.213481541,3.83E-06,0.003549668,2.35E-09,1.52E-07,1.59E-08,6.38E-11,4.87E-07,2.90E-05,4.67E-08,9.76E-07,2.50E-11,1.69E-10,9.03E-10,2.96E-14,2.72E-09
4.11E-05,0.136907161,0,0,0,0,0.779253996,0.000406507,0.000327374,0.009058753,0.000117973,0.212019792,0.214893853,3.86E-06,0.00359974,2.39E-09,1.53E-07,1.61E-08,6.48E-11,4.95E-07,2.96E-05,4.78E-08,9.98E-07,2.56E-11,1.72E-10,9.22E-10,3.02E-14,2.76E-09
4.15E-05,0.13706879,0,0,0,0,0.777830303,0.000406266,0.000327847,0.009126216,0.000117874,0.2133577,0.216301,3.89E-06,0.003650019,2.42E-09,1.53E-07,1.64E-08,6.59E-11,5.04E-07,3.03E-05,4.88E-08,1.02E-06,2.61E-11,1.75E-10,9.42E-10,3.08E-14,2.79E-09
4.18E-05,0.137229837,0,0,0,0,0.776412068,0.000406025,0.000328316,0.009193565,0.000117776,0.21468999,0.217703021,3.93E-06,0.003700504,2.45E-09,1.54E-07,1.66E-08,6.69E-11,5.12E-07,3.10E-05,4.99E-08,1.04E-06,2.67E-11,1.78E-10,9.62E-10,3.15E-14,2.82E-09
4.21E-05,0.137390305,0,0,0,0,0.77499925,0.000405784,0.00032878,0.0092608,0.000117678,0.216016703,0.219099952,3.96E-06,0.003751193,2.49E-09,1.55E-07,1.69E-08,6.79E-11,5.21E-07,3.16E-05,5.10E-08,1.07E-06,2.73E-11,1.80E-10,9.82E-10,3.22E-14,2.86E-09
4.25E-05,0.137550199,0,0,0,0,0.77359181,0.000405542,0.00032924,0.009327921,0.000117581,0.217337881,0.220491832,3.99E-06,0.003802085,2.52E-09,1.55E-07,1.72E-08,6.90E-11,5.29E-07,3.23E-05,5.21E-08,1.09E-06,2.79E-11,1.83E-10,1.00E-09,3.28E-14,2.89E-09
4.28E-05,0.137709523,0,0,0,0,0.772189709,0.0004053,0.000329695,0.00939493,0.000117485,0.218653564,0.221878697,4.03E-06,0.003853177,2.56E-09,1.56E-07,1.74E-08,7.01E-11,5.38E-07,3.30E-05,5.32E-08,1.11E-06,2.85E-11,1.86E-10,1.02E-09,3.35E-14,2.93E-09
4.31E-05,0.137868281,0,0,0,0,0.770792908,0.000405057,0.000330146,0.009461825,0.000117389,0.219963792,0.223260584,4.06E-06,0.003904467,2.59E-09,1.57E-07,1.77E-08,7.11E-11,5.46E-07,3.37E-05,5.44E-08,1.14E-06,2.91E-11,1.89E-10,1.04E-09,3.42E-14,2.96E-09
4.35E-05,0.138026477,0,0,0,0,0.769401369,0.000404814,0.000330592,0.009528609,0.000117293,0.221268606,0.224637528,4.09E-06,0.003955954,2.62E-09,1.57E-07,1.79E-08,7.22E-11,5.55E-07,3.44E-05,5.55E-08,1.16E-06,2.97E-11,1.91E-10,1.06E-09,3.49E-14,2.99E-09
4.38E-05,0.138184115,0,0,0,0,0.768015054,0.000404571,0.000331033,0.009595281,0.000117199,0.222568044,0.226009565,4.13E-06,0.004007636,2.66E-09,1.58E-07,1.82E-08,7.33E-11,5.64E-07,3.51E-05,5.67E-08,1.18E-06,3.03E-11,1.94E-10,1.09E-09,3.56E-14,3.03E-09
4.41E-05,0.138341199,0,0,0,0,0.766633926,0.000404327,0.000331471,0.009661842,0.000117105,0.223862146,0.22737673,4.16E-06,0.00405951,2.69E-09,1.59E-07,1.85E-08,7.44E-11,5.73E-07,3.59E-05,5.78E-08,1.21E-06,3.10E-11,1.97E-10,1.11E-09,3.63E-14,3.06E-09
4.45E-05,0.138497732,0,0,0,0,0.765257947,0.000404084,0.000331904,0.009728291,0.000117011,0.22515095,0.228739058,4.19E-06,0.004111576,2.73E-09,1.59E-07,1.88E-08,7.54E-11,5.81E-07,3.66E-05,5.90E-08,1.23E-06,3.16E-11,2.00E-10,1.13E-09,3.70E-14,3.09E-09
4.48E-05,0.13865372,0,0,0,0,0.763887082,0.000403839,0.000332332,0.009794631,0.000116918,0.226434494,0.230096583,4.22E-06,0.004163831,2.76E-09,1.60E-07,1.90E-08,7.65E-11,5.90E-07,3.73E-05,6.02E-08,1.26E-06,3.22E-11,2.03E-10,1.15E-09,3.77E-14,3.13E-09
4.51E-05,0.138809165,0,0,0,0,0.762521295,0.000403595,0.000332757,0.00986086,0.000116826,0.227712815,0.231449338,4.26E-06,0.004216274,2.80E-09,1.61E-07,1.93E-08,7.76E-11,5.99E-07,3.81E-05,6.14E-08,1.28E-06,3.29E-11,2.06E-10,1.17E-09,3.84E-14,3.16E-09
4.55E-05,0.138964071,0,0,0,0,0.761160549,0.00040335,0.000333177,0.009926979,0.000116734,0.228985951,0.232797358,4.29E-06,0.004268902,2.83E-09,1.61E-07,1.96E-08,7.87E-11,6.08E-07,3.89E-05,6.27E-08,1.31E-06,3.35E-11,2.09E-10,1.20E-09,3.92E-14,3.20E-09
4.58E-05,0.139118443,0,0,0,0,0.75980481,0.000403105,0.000333593,0.009992989,0.000116642,0.230253938,0.234140675,4.32E-06,0.004321715,2.87E-09,1.62E-07,1.99E-08,7.99E-11,6.17E-07,3.96E-05,6.39E-08,1.34E-06,3.42E-11,2.11E-10,1.22E-09,3.99E-14,3.23E-09
4.61E-05,0.139272283,0,0,0,0,0.758454043,0.00040286,0.000334005,0.01005889,0.000116551,0.231516812,0.235479321,4.35E-06,0.00437471,2.90E-09,1.62E-07,2.01E-08,8.10E-11,6.26E-07,4.04E-05,6.51E-08,1.36E-06,3.49E-11,2.14E-10,1.24E-09,4.06E-14,3.26E-09
4.65E-05,0.139425596,0,0,0,0,0.757108213,0.000402614,0.000334413,0.010124683,0.000116461,0.232774609,0.23681333,4.39E-06,0.004427886,2.94E-09,1.63E-07,2.04E-08,8.21E-11,6.36E-07,4.12E-05,6.64E-08,1.39E-06,3.56E-11,2.17E-10,1.26E-09,4.14E-14,3.30E-09
4.68E-05,0.139578384,0,0,0,0,0.755767287,0.000402368,0.000334817,0.010190368,0.000116371,0.234027364,0.238142733,4.42E-06,0.004481241,2.97E-09,1.64E-07,2.07E-08,8.32E-11,6.45E-07,4.20E-05,6.77E-08,1.41E-06,3.62E-11,2.20E-10,1.29E-09,4.22E-14,3.33E-09
4.71E-05,0.139730653,0,0,0,0,0.754431231,0.000402122,0.000335217,0.010255945,0.000116282,0.235275114,0.239467562,4.45E-06,0.004534773,3.01E-09,1.64E-07,2.10E-08,8.44E-11,6.54E-07,4.28E-05,6.90E-08,1.44E-06,3.69E-11,2.23E-10,1.31E-09,4.29E-14,3.37E-09
4.75E-05,0.139882404,0,0,0,0,0.753100011,0.000401875,0.000335614,0.010321414,0.000116193,0.236517891,0.240787847,4.48E-06,0.004588482,3.04E-09,1.65E-07,2.13E-08,8.55E-11,6.63E-07,4.36E-05,7.03E-08,1.47E-06,3.76E-11,2.26E-10,1.33E-09,4.37E-14,3.40E-09
4.78E-05,0.140033642,0,0,0,0,0.751773596,0.000401629,0.000336006,0.010386777,0.000116104,0.23775573,0.242103621,4.52E-06,0.004642364,3.08E-09,1.65E-07,2.15E-08,8.67E-11,6.73E-07,4.44E-05,7.16E-08,1.50E-06,3.83E-11,2.29E-10,1.36E-09,4.45E-14,3.43E-09
4.81E-05,0.14018437,0,0,0,0,0.750451951,0.000401382,0.000336394,0.010452033,0.000116016,0.238988666,0.243414912,4.55E-06,0.00469642,3.11E-09,1.66E-07,2.18E-08,8.78E-11,6.82E-07,4.52E-05,7.29E-08,1.52E-06,3.90E-11,2.32E-10,1.38E-09,4.53E-14,3.47E-09
4.85E-05,0.140334592,0,0,0,0,0.749135047,0.000401135,0.000336779,0.010517182,0.000115929,0.240216731,0.244721752,4.58E-06,0.004750646,3.15E-09,1.67E-07,2.21E-08,8.90E-11,6.92E-07,4.61E-05,7.43E-08,1.55E-06,3.98E-11,2.35E-10,1.41E-09,4.61E-14,3.50E-09
4.88E-05,0.14048431,0,0,0,0,0.747822849,0.000400887,0.00033716,0.010582226,0.000115842,0.241439959,0.24602417,4.61E-06,0.004805043,3.19E-09,1.67E-07,2.24E-08,9.01E-11,7.01E-07,4.69E-05,7.56E-08,1.58E-06,4.05E-11,2.38E-10,1.43E-09,4.69E-14,3.54E-09
4.91E-05,0.140633528,0,0,0,0,0.746515328,0.00040064,0.000337537,0.010647165,0.000115756,0.242658382,0.247322195,4.65E-06,0.004859607,3.22E-09,1.68E-07,2.27E-08,9.13E-11,7.11E-07,4.77E-05,7.70E-08,1.61E-06,4.12E-11,2.41E-10,1.46E-09,4.77E-14,3.57E-09
4.95E-05,0.14078225,0,0,0,0,0.745212451,0.000400392,0.000337911,0.010711998,0.000115669,0.243872033,0.248615857,4.68E-06,0.004914338,3.26E-09,1.68E-07,2.30E-08,9.25E-11,7.20E-07,4.86E-05,7.84E-08,1.64E-06,4.20E-11,2.44E-10,1.48E-09,4.85E-14,3.61E-09
4.98E-05,0.140930479,0,0,0,0,0.743914189,0.000400144,0.00033828,0.010776727,0.000115584,0.245080944,0.249905186,4.71E-06,0.004969233,3.30E-09,1.69E-07,2.33E-08,9.36E-11,7.30E-07,4.95E-05,7.98E-08,1.67E-06,4.27E-11,2.47E-10,1.51E-09,4.93E-14,3.64E-09
5.01E-05,0.141078217,0,0,0,0,0.742620511,0.000399896,0.000338647,0.010841351,0.000115499,0.246285146,0.251190208,4.74E-06,0.005024293,3.33E-09,1.69E-07,2.36E-08,9.48E-11,7.40E-07,5.03E-05,8.12E-08,1.70E-06,4.35E-11,2.51E-10,1.53E-09,5.02E-14,3.67E-09
5.05E-05,0.141225469,0,0,0,0,0.741331386,0.000399648,0.000339009,0.010905871,0.000115414,0.247484672,0.252470953,4.77E-06,0.005079514,3.37E-09,1.70E-07,2.39E-08,9.60E-11,7.50E-07,5.12E-05,8.26E-08,1.73E-06,4.42E-11,2.54E-10,1.56E-09,5.10E-14,3.71E-09
5.08E-05,0.141372237,0,0,0,0,0.740046786,0.000399399,0.000339369,0.010970288,0.00011533,0.24867955,0.253747448,4.81E-06,0.005134896,3.41E-09,1.70E-07,2.42E-08,9.72E-11,7.60E-07,5.21E-05,8.40E-08,1.76E-06,4.50E-11,2.57E-10,1.58E-09,5.18E-14,3.74E-09
5.11E-05,0.141518524,0,0,0,0,0.73876668,0.000399151,0.000339724,0.011034601,0.000115246,0.249869814,0.255019721,4.84E-06,0.005190438,3.44E-09,1.71E-07,2.45E-08,9.84E-11,7.69E-07,5.30E-05,8.55E-08,1.79E-06,4.58E-11,2.60E-10,1.61E-09,5.27E-14,3.78E-09
5.14E-05,0.141664334,0,0,0,0,0.737491039,0.000398902,0.000340077,0.011098812,0.000115163,0.251055492,0.2562878,4.87E-06,0.005246137,3.48E-09,1.71E-07,2.48E-08,9.96E-11,7.79E-07,5.39E-05,8.69E-08,1.82E-06,4.65E-11,2.63E-10,1.64E-09,5.36E-14,3.81E-09
5.18E-05,0.141809669,0,0,0,0,0.736219835,0.000398653,0.000340425,0.01116292,0.00011508,0.252236615,0.25755171,4.90E-06,0.005301992,3.52E-09,1.72E-07,2.51E-08,1.01E-10,7.89E-07,5.48E-05,8.84E-08,1.85E-06,4.73E-11,2.66E-10,1.66E-09,5.44E-14,3.85E-09
5.21E-05,0.141954533,0,0,0,0,0.73495304,0.000398404,0.000340771,0.011226925,0.000114997,0.253413212,0.25881148,4.93E-06,0.005358003,3.55E-09,1.72E-07,2.54E-08,1.02E-10,7.99E-07,5.58E-05,8.99E-08,1.88E-06,4.81E-11,2.69E-10,1.69E-09,5.53E-14,3.88E-09
5.24E-05,0.142098929,0,0,0,0,0.733690624,0.000398155,0.000341113,0.011290829,0.000114915,0.254585313,0.260067136,4.97E-06,0.005414167,3.59E-09,1.73E-07,2.57E-08,1.03E-10,8.09E-07,5.67E-05,9.14E-08,1.91E-06,4.89E-11,2.73E-10,1.72E-09,5.62E-14,3.91E-09
5.28E-05,0.142242858,0,0,0,0,0.73243256,0.000397906,0.000341451,0.011354631,0.000114833,0.255752948,0.261318703,5.00E-06,0.005470483,3.63E-09,1.74E-07,2.60E-08,1.04E-10,8.20E-07,5.76E-05,9.29E-08,1.94E-06,4.97E-11,2.76E-10,1.74E-09,5.71E-14,3.95E-09
5.31E-05,0.142386326,0,0,0,0,0.731178821,0.000397656,0.000341787,0.011418332,0.000114752,0.256916144,0.262566208,5.03E-06,0.00552695,3.67E-09,1.74E-07,2.63E-08,1.06E-10,8.30E-07,5.86E-05,9.45E-08,1.97E-06,5.06E-11,2.79E-10,1.77E-09,5.80E-14,3.98E-09
5.34E-05,0.142529333,0,0,0,0,0.729929379,0.000397407,0.000342119,0.011481933,0.000114671,0.25807493,0.263809676,5.06E-06,0.005583567,3.70E-09,1.75E-07,2.66E-08,1.07E-10,8.40E-07,5.95E-05,9.60E-08,2.01E-06,5.14E-11,2.82E-10,1.80E-09,5.89E-14,4.02E-09
5.38E-05,0.142671884,0,0,0,0,0.728684206,0.000397157,0.000342448,0.011545432,0.00011459,0.259229334,0.265049133,5.09E-06,0.005640332,3.74E-09,1.75E-07,2.69E-08,1.08E-10,8.50E-07,6.05E-05,9.75E-08,2.04E-06,5.22E-11,2.85E-10,1.83E-09,5.98E-14,4.05E-09
5.41E-05,0.142813981,0,0,0,0,0.727443277,0.000396907,0.000342774,0.011608832,0.00011451,0.260379385,0.266284603,5.12E-06,0.005697244,3.78E-09,1.75E-07,2.72E-08,1.09E-10,8.61E-07,6.15E-05,9.91E-08,2.07E-06,5.31E-11,2.89E-10,1.85E-09,6.07E-14,4.08E-09
5.44E-05,0.142955627,0,0,0,0,0.726206565,0.000396657,0.000343096,0.011672131,0.00011443,0.26152511,0.267516113,5.16E-06,0.005754302,3.82E-09,1.76E-07,2.75E-08,1.11E-10,8.71E-07,6.24E-05,1.01E-07,2.10E-06,5.39E-11,2.92E-10,1.88E-09,6.16E-14,4.12E-09
5.48E-05,0.143096824,0,0,0,0,0.724974043,0.000396407,0.000343416,0.011735331,0.000114351,0.262666536,0.268743685,5.19E-06,0.005811504,3.85E-09,1.76E-07,2.78E-08,1.12E-10,8.81E-07,6.34E-05,1.02E-07,2.14E-06,5.48E-11,2.95E-10,1.91E-09,6.25E-14,4.15E-09
5.51E-05,0.143237576,0,0,0,0,0.723745686,0.000396157,0.000343732,0.011798432,0.000114272,0.26380369,0.269967345,5.22E-06,0.005868849,3.89E-09,1.77E-07,2.81E-08,1.13E-10,8.92E-07,6.44E-05,1.04E-07,2.17E-06,5.56E-11,2.98E-10,1.94E-09,6.35E-14,4.19E-09
5.54E-05,0.143363873,0,0,0,0,0.722643704,0.000395932,0.000344014,0.011855138,0.000114201,0.264823499,0.271065314,5.25E-06,0.005920581,3.93E-09,1.77E-07,2.84E-08,1.14E-10,9.01E-07,6.53E-05,1.05E-07,2.20E-06,5.64E-11,3.01E-10,1.96E-09,6.43E-14,4.22E-09
5.57E-05,0.143489814,0,0,0,0,0.721545055,0.000395707,0.000344294,0.011911765,0.00011413,0.265839889,0.272160151,5.28E-06,0.005972427,3.96E-09,1.78E-07,2.87E-08,1.15E-10,9.11E-07,6.62E-05,1.07E-07,2.23E-06,5.72E-11,3.04E-10,1.99E-09,6.52E-14,4.25E-09
5.60E-05,0.143615401,0,0,0,0,0.720449722,0.000395481,0.000344571,0.011968311,0.00011406,0.266852879,0.273251873,5.30E-06,0.006024386,4.00E-09,1.78E-07,2.90E-08,1.17E-10,9.20E-07,6.72E-05,1.08E-07,2.26E-06,5.80E-11,3.07E-10,2.02E-09,6.60E-14,4.28E-09
5.63E-05,0.143740634,0,0,0,0,0.719357687,0.000395256,0.000344846,0.012024779,0.00011399,0.267862488,0.274340497,5.33E-06,0.006076457,4.03E-09,1.79E-07,2.93E-08,1.18E-10,9.30E-07,6.81E-05,1.10E-07,2.29E-06,5.88E-11,3.10E-10,2.04E-09,6.69E-14,4.31E-09
5.66E-05,0.143865516,0,0,0,0,0.71826893,0.000395031,0.000345118,0.012081167,0.00011392,0.268868735,0.275426041,5.36E-06,0.006128639,4.06E-09,1.79E-07,2.96E-08,1.19E-10,9.39E-07,6.90E-05,1.11E-07,2.33E-06,5.96E-11,3.13E-10,2.07E-09,6.78E-14,4.34E-09
5.69E-05,0.143990049,0,0,0,0,0.717183435,0.000394805,0.000345388,0.012137476,0.000113851,0.269871638,0.27650852,5.39E-06,0.006180932,4.10E-09,1.79E-07,2.98E-08,1.20E-10,9.49E-07,6.99E-05,1.13E-07,2.36E-06,6.04E-11,3.16E-10,2.10E-09,6.86E-14,4.37E-09
5.72E-05,0.144114235,0,0,0,0,0.716101183,0.00039458,0.000345656,0.012193707,0.000113782,0.270871217,0.277587952,5.42E-06,0.006233335,4.13E-09,1.80E-07,3.01E-08,1.21E-10,9.59E-07,7.09E-05,1.14E-07,2.39E-06,6.12E-11,3.19E-10,2.12E-09,6.95E-14,4.40E-09
5.75E-05,0.144238076,0,0,0,0,0.715022157,0.000394354,0.000345921,0.012249859,0.000113713,0.271867489,0.278664354,5.45E-06,0.006285846,4.17E-09,1.80E-07,3.04E-08,1.22E-10,9.68E-07,7.18E-05,1.16E-07,2.42E-06,6.20E-11,3.22E-10,2.15E-09,7.04E-14,4.43E-09
5.78E-05,0.144361573,0,0,0,0,0.713946339,0.000394129,0.000346184,0.012305933,0.000113644,0.272860473,0.27973774,5.47E-06,0.006338465,4.20E-09,1.81E-07,3.07E-08,1.24E-10,9.78E-07,7.28E-05,1.17E-07,2.45E-06,6.28E-11,3.25E-10,2.18E-09,7.13E-14,4.46E-09
5.84E-05,0.144607544,0,0,0,0,0.711804261,0.000393677,0.000346703,0.012417847,0.000113508,0.274836647,0.281875534,5.53E-06,0.006444024,4.27E-09,1.81E-07,3.13E-08,1.26E-10,9.98E-07,7.47E-05,1.20E-07,2.52E-06,6.45E-11,3.31E-10,2.23E-09,7.31E-14,4.53E-09
5.90E-05,0.144852163,0,0,0,0,0.70967481,0.000393226,0.000347213,0.012529451,0.000113373,0.276799882,0.284001463,5.59E-06,0.006550003,4.34E-09,1.82E-07,3.19E-08,1.28E-10,1.02E-06,7.67E-05,1.24E-07,2.58E-06,6.62E-11,3.37E-10,2.29E-09,7.49E-14,4.59E-09
5.96E-05,0.145095444,0,0,0,0,0.707557854,0.000392774,0.000347714,0.012640746,0.000113238,0.278750317,0.286115652,5.64E-06,0.006656398,4.41E-09,1.83E-07,3.25E-08,1.31E-10,1.04E-06,7.87E-05,1.27E-07,2.65E-06,6.79E-11,3.44E-10,2.34E-09,7.68E-14,4.65E-09
6.02E-05,0.145337401,0,0,0,0,0.70545326,0.000392323,0.000348206,0.012751734,0.000113105,0.28068809,0.288218224,5.70E-06,0.006763201,4.49E-09,1.84E-07,3.31E-08,1.33E-10,1.06E-06,8.07E-05,1.30E-07,2.72E-06,6.96E-11,3.50E-10,2.40E-09,7.86E-14,4.71E-09
6.14E-05,0.145817398,0,0,0,0,0.701280642,0.00039142,0.000349165,0.012972798,0.000112842,0.284526188,0.292389004,5.81E-06,0.006978008,4.63E-09,1.85E-07,3.42E-08,1.38E-10,1.10E-06,8.48E-05,1.37E-07,2.86E-06,7.32E-11,3.62E-10,2.52E-09,8.24E-14,4.83E-09
6.26E-05,0.14629226,0,0,0,0,0.697155945,0.000390516,0.00035009,0.013192655,0.000112582,0.288315228,0.29651475,5.92E-06,0.007194374,4.77E-09,1.87E-07,3.55E-08,1.43E-10,1.14E-06,8.90E-05,1.43E-07,3.00E-06,7.68E-11,3.75E-10,2.64E-09,8.63E-14,4.95E-09
6.38E-05,0.146762092,0,0,0,0,0.693078192,0.000389613,0.000350983,0.01341132,0.000112326,0.29205623,0.300596377,6.03E-06,0.007412251,4.92E-09,1.88E-07,3.67E-08,1.48E-10,1.18E-06,9.33E-05,1.50E-07,3.14E-06,8.05E-11,3.88E-10,2.76E-09,9.03E-14,5.08E-09
6.50E-05,0.147226993,0,0,0,0,0.689046436,0.00038871,0.000351845,0.013628804,0.000112074,0.295750178,0.304634772,6.14E-06,0.007631594,5.06E-09,1.89E-07,3.79E-08,1.52E-10,1.22E-06,9.77E-05,1.57E-07,3.29E-06,8.43E-11,4.00E-10,2.88E-09,9.43E-14,5.20E-09
6.62E-05,0.147687061,0,0,0,0,0.685059761,0.000387808,0.000352676,0.01384512,0.000111825,0.299398029,0.308630791,6.25E-06,0.007852358,5.21E-09,1.91E-07,3.91E-08,1.57E-10,1.26E-06,0.000102167,1.65E-07,3.44E-06,8.82E-11,4.13E-10,3.01E-09,9.85E-14,5.32E-09
6.74E-05,0.14814239,0,0,0,0,0.681117281,0.000386906,0.000353478,0.014060282,0.000111579,0.303000705,0.312585266,6.36E-06,0.0080745,5.35E-09,1.92E-07,4.04E-08,1.62E-10,1.31E-06,0.00010677,1.72E-07,3.60E-06,9.22E-11,4.26E-10,3.14E-09,1.03E-13,5.44E-09
6.86E-05,0.148593071,0,0,0,0,0.677218135,0.000386006,0.000354252,0.014274301,0.000111337,0.306559101,0.316499,6.47E-06,0.008297979,5.50E-09,1.93E-07,4.17E-08,1.68E-10,1.35E-06,0.000111473,1.80E-07,3.76E-06,9.62E-11,4.39E-10,3.27E-09,1.07E-13,5.56E-09
6.98E-05,0.149039191,0,0,0,0,0.673361492,0.000385106,0.000354998,0.01448719,0.000111098,0.310074087,0.320372773,6.57E-06,0.008522753,5.65E-09,1.94E-07,4.29E-08,1.73E-10,1.39E-06,0.000116275,1.87E-07,3.92E-06,1.00E-10,4.53E-10,3.40E-09,1.11E-13,5.68E-09
7.10E-05,0.149480837,0,0,0,0,0.669546544,0.000384207,0.000355717,0.01469896,0.000110862,0.313546502,0.324207341,6.68E-06,0.008748784,5.80E-09,1.95E-07,4.42E-08,1.78E-10,1.44E-06,0.000121176,1.95E-07,4.08E-06,1.05E-10,4.66E-10,3.54E-09,1.16E-13,5.80E-09
7.22E-05,0.149918092,0,0,0,0,0.665772506,0.000383309,0.00035641,0.014909622,0.000110628,0.316977164,0.328003436,6.79E-06,0.008976033,5.95E-09,1.97E-07,4.55E-08,1.83E-10,1.48E-06,0.000126175,2.03E-07,4.25E-06,1.09E-10,4.80E-10,3.67E-09,1.20E-13,5.92E-09
7.34E-05,0.150351035,0,0,0,0,0.662038619,0.000382412,0.000357078,0.015119188,0.000110398,0.320366865,0.33176177,6.89E-06,0.009204465,6.10E-09,1.98E-07,4.68E-08,1.88E-10,1.53E-06,0.000131271,2.12E-07,4.42E-06,1.13E-10,4.93E-10,3.82E-09,1.25E-13,6.04E-09
7.57E-05,0.151204299,0,0,0,0,0.654688363,0.000380623,0.000358341,0.015535078,0.000109945,0.327026436,0.339167897,7.10E-06,0.009664733,6.41E-09,2.00E-07,4.95E-08,1.99E-10,1.62E-06,0.000141752,2.29E-07,4.78E-06,1.22E-10,5.20E-10,4.10E-09,1.34E-13,6.28E-09
7.79E-05,0.151958255,0,0,0,0,0.64820326,0.000379018,0.000359398,0.015905739,0.000109546,0.332887449,0.345710987,7.29E-06,0.010082669,6.69E-09,2.01E-07,5.19E-08,2.09E-10,1.70E-06,0.00015151,2.44E-07,5.11E-06,1.31E-10,5.45E-10,4.37E-09,1.43E-13,6.49E-09
