Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(9),H2(11),C2H3(14),C#C(20),C2H2(24),C3H7(16),C4H7(22),C4H7(41),C4H7(36),C4H6(42),C4H6(85),C4H6(65),C4H6(43),C4H7(26),C4H5(28),C4H5(180),C3H5(25)
0,0.112245372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.03E-19,0.112245372,0,0,0,0,1,2.55E-16,1.04E-18,7.81E-29,1.04E-18,3.08E-29,4.59E-29,7.37E-49,5.35E-59,5.11E-72,7.36E-57,8.32E-89,1.67E-96,3.29E-98,4.21E-99,4.79E-110,2.38E-110,2.15E-104,1.88E-89,8.43E-118,2.09E-127,3.67E-86
2.25E-18,0.112245372,0,0,0,0,1,7.14E-16,2.92E-18,4.72E-28,2.92E-18,1.86E-28,2.77E-28,8.75E-48,1.20E-57,2.11E-70,2.31E-55,6.42E-87,2.33E-94,4.61E-96,5.89E-97,1.21E-107,6.02E-108,3.01E-102,2.14E-87,1.41E-115,6.33E-125,4.17E-84
5.14E-18,0.112245372,0,0,0,0,1,1.63E-15,6.66E-18,2.27E-27,6.66E-18,8.96E-28,1.33E-27,8.59E-47,2.37E-56,8.35E-69,5.16E-54,7.00E-85,5.07E-92,1.00E-93,1.28E-94,5.26E-105,2.61E-105,6.54E-100,1.94E-85,6.43E-113,5.75E-122,3.78E-82
1.09E-17,0.112245372,0,0,0,0,1,3.47E-15,1.42E-17,9.92E-27,1.42E-17,3.91E-27,5.83E-27,7.60E-46,4.21E-55,2.98E-67,9.66E-53,5.73E-83,8.30E-90,1.64E-91,2.10E-92,1.73E-102,8.57E-103,1.07E-97,1.47E-83,2.19E-110,3.92E-119,2.86E-80
2.25E-17,0.112245372,0,0,0,0,1,7.14E-15,2.92E-17,4.14E-26,2.92E-17,1.63E-26,2.43E-26,6.39E-45,7.10E-54,1.01E-65,1.67E-51,4.12E-81,1.20E-87,2.36E-89,3.02E-90,4.97E-100,2.47E-100,1.54E-95,1.02E-81,6.44E-108,2.31E-116,1.99E-78
4.56E-17,0.112245372,0,0,0,0,1,1.45E-14,5.92E-17,1.69E-25,5.92E-17,6.67E-26,9.94E-26,5.24E-44,1.17E-52,3.31E-64,2.77E-50,2.79E-79,1.62E-85,3.20E-87,4.10E-88,1.35E-97,6.70E-98,2.09E-93,6.82E-80,1.77E-105,1.27E-113,1.33E-76
9.19E-17,0.112245372,0,0,0,0,1,2.92E-14,1.19E-16,6.84E-25,1.19E-16,2.70E-25,4.02E-25,4.24E-43,1.89E-51,1.07E-62,4.52E-49,1.84E-77,2.14E-83,4.22E-85,5.40E-86,3.55E-95,1.77E-95,2.76E-91,4.45E-78,4.68E-103,6.70E-111,8.67E-75
1.84E-16,0.112245372,0,0,0,0,1,5.85E-14,2.39E-16,2.75E-24,2.39E-16,1.08E-24,1.62E-24,3.41E-42,3.04E-50,3.46E-61,7.30E-48,1.19E-75,2.77E-81,5.48E-83,7.01E-84,9.23E-93,4.59E-93,3.58E-89,2.88E-76,1.22E-100,3.49E-108,5.61E-73
3.70E-16,0.112245372,0,0,0,0,1,1.17E-13,4.79E-16,1.10E-23,4.79E-16,4.35E-24,6.48E-24,2.74E-41,4.89E-49,1.11E-59,1.17E-46,7.69E-74,3.57E-79,7.06E-81,9.04E-82,2.38E-90,1.18E-90,4.61E-87,1.85E-74,3.14E-98,1.80E-105,3.61E-71
7.40E-16,0.112245372,0,0,0,0,1,2.35E-13,9.59E-16,4.42E-23,9.59E-16,1.74E-23,2.60E-23,2.20E-40,7.83E-48,3.56E-58,1.88E-45,4.94E-72,4.58E-77,9.07E-79,1.16E-79,6.11E-88,3.04E-88,5.93E-85,1.19E-72,8.09E-96,9.24E-103,2.31E-69
1.48E-15,0.112245372,0,0,0,0,1,4.70E-13,1.92E-15,1.77E-22,1.92E-15,6.97E-23,1.04E-22,1.76E-39,1.25E-46,1.14E-56,3.02E-44,3.17E-70,5.86E-75,1.16E-76,1.49E-77,1.57E-85,7.79E-86,7.60E-83,7.61E-71,2.07E-93,4.72E-100,1.48E-67
2.96E-15,0.112245372,0,0,0,0,1,9.40E-13,3.84E-15,7.07E-22,3.84E-15,2.79E-22,4.16E-22,1.41E-38,2.01E-45,3.65E-55,4.83E-43,2.03E-68,7.48E-73,1.49E-74,1.91E-75,4.02E-83,2.00E-83,9.73E-81,4.87E-69,5.32E-91,2.40E-97,9.49E-66
5.92E-15,0.112245372,0,0,0,0,1,1.88E-12,7.68E-15,2.83E-21,7.68E-15,1.12E-21,1.66E-21,1.13E-37,3.21E-44,1.17E-53,7.73E-42,1.30E-66,9.49E-71,1.91E-72,2.44E-73,1.03E-80,5.11E-81,1.25E-78,3.12E-67,1.36E-88,1.21E-94,6.08E-64
1.18E-14,0.112245372,0,0,0,0,1,3.76E-12,1.54E-14,1.13E-20,1.54E-14,4.47E-21,6.65E-21,9.00E-37,5.14E-43,3.73E-52,1.24E-40,8.32E-65,1.19E-68,2.44E-70,3.13E-71,2.63E-78,1.31E-78,1.60E-76,2.00E-65,3.49E-86,6.06E-92,3.89E-62
2.37E-14,0.112245372,0,0,0,0,1,7.52E-12,3.07E-14,4.53E-20,3.07E-14,1.79E-20,2.66E-20,7.20E-36,8.23E-42,1.19E-50,1.98E-39,5.32E-63,1.47E-66,3.13E-68,4.00E-69,6.74E-76,3.35E-76,2.04E-74,1.28E-63,8.93E-84,2.95E-89,2.49E-60
4.74E-14,0.112245372,0,0,0,0,1,1.50E-11,6.14E-14,1.81E-19,6.14E-14,7.15E-20,1.06E-19,5.76E-35,1.32E-40,3.81E-49,3.17E-38,3.41E-61,1.77E-64,4.00E-66,5.12E-67,1.73E-73,8.58E-74,2.61E-72,8.18E-62,2.29E-81,1.37E-86,1.59E-58
9.48E-14,0.112245372,0,0,0,0,1,3.01E-11,1.23E-13,7.24E-19,1.23E-13,2.86E-19,4.26E-19,4.61E-34,2.11E-39,1.22E-47,5.07E-37,2.18E-59,2.00E-62,5.12E-64,6.56E-65,4.42E-71,2.20E-71,3.33E-70,5.23E-60,5.85E-79,5.93E-84,1.02E-56
1.90E-13,0.112245372,0,0,0,0,1,6.01E-11,2.46E-13,2.90E-18,2.46E-13,1.14E-18,1.70E-18,3.69E-33,3.37E-38,3.86E-46,8.10E-36,1.84E-57,2.75E-60,8.63E-62,1.11E-62,1.49E-68,7.40E-69,5.60E-68,3.35E-58,3.10E-76,4.79E-81,6.53E-55
3.79E-13,0.112245372,0,0,0,0,1,1.20E-10,4.91E-13,1.16E-17,4.91E-13,4.57E-18,6.81E-18,2.95E-32,5.40E-37,1.21E-44,1.30E-34,1.18E-55,2.58E-58,1.11E-59,1.42E-60,3.83E-66,1.91E-66,7.14E-66,2.14E-56,7.95E-74,1.67E-78,4.18E-53
7.58E-13,0.112245372,0,0,0,0,1,2.41E-10,9.83E-13,4.64E-17,9.83E-13,1.83E-17,2.72E-17,2.36E-31,8.64E-36,3.76E-43,2.07E-33,7.58E-54,2.15E-56,1.42E-57,1.82E-58,9.80E-64,4.89E-64,8.99E-64,1.36E-54,2.04E-71,5.22E-76,2.68E-51
1.00E-12,0.112245372,0,0,0,0,1,3.17E-10,1.30E-12,9.07E-17,1.30E-12,3.58E-17,5.33E-17,7.65E-31,5.01E-35,3.87E-42,1.20E-32,1.60E-52,5.30E-55,5.92E-56,7.59E-57,8.05E-62,4.03E-62,3.61E-62,2.86E-53,1.68E-69,4.84E-74,5.65E-50
1.52E-12,0.112245372,0,0,0,0,1,4.81E-10,1.97E-12,1.85E-16,1.97E-12,7.32E-17,1.09E-16,1.89E-30,1.38E-34,1.13E-41,3.32E-32,4.86E-52,1.62E-54,1.83E-55,2.34E-56,2.50E-61,1.25E-61,1.11E-61,8.68E-53,5.24E-69,1.50E-73,1.72E-49
2.27E-12,0.112245372,0,0,0,0,1,7.22E-10,2.95E-12,3.94E-16,2.95E-12,1.56E-16,2.32E-16,5.42E-30,5.10E-34,5.05E-41,1.27E-31,2.42E-51,8.30E-54,1.08E-54,1.39E-55,1.73E-60,8.66E-61,6.53E-61,4.83E-52,2.88E-68,8.46E-73,9.57E-49
3.03E-12,0.112245372,0,0,0,0,1,9.62E-10,3.93E-12,6.72E-16,3.93E-12,2.65E-16,3.95E-16,1.15E-29,1.30E-33,1.47E-40,3.40E-31,1.02E-50,3.54E-53,4.89E-54,6.27E-55,8.39E-60,4.21E-60,2.93E-60,1.82E-51,1.91E-67,5.58E-72,3.61E-48
4.55E-12,0.112245372,0,0,0,0,0.999999999,1.44E-09,5.90E-12,1.39E-15,5.90E-12,5.49E-16,8.18E-16,3.14E-29,4.54E-33,6.22E-40,1.38E-30,9.24E-50,3.27E-52,5.08E-53,6.51E-54,9.82E-59,4.93E-59,3.01E-59,1.32E-50,3.75E-66,1.12E-70,2.63E-47
6.07E-12,0.112245372,0,0,0,0,0.999999999,1.92E-09,7.86E-12,2.37E-15,7.86E-12,9.34E-16,1.39E-15,6.58E-29,1.14E-32,1.76E-39,3.73E-30,3.65E-49,1.31E-51,2.28E-52,2.92E-53,4.89E-58,2.46E-58,1.34E-58,4.85E-50,1.95E-65,5.85E-70,9.67E-47
9.10E-12,0.112245372,0,0,0,0,0.999999999,2.89E-09,1.18E-11,5.16E-15,1.18E-11,2.04E-15,3.03E-15,2.09E-28,5.29E-32,1.10E-38,1.87E-29,4.41E-48,1.66E-50,4.68E-51,6.00E-52,1.75E-56,8.86E-57,2.55E-57,5.72E-49,5.96E-64,1.86E-68,1.16E-45
1.00E-11,0.112245372,0,0,0,0,0.999999998,3.17E-09,1.30E-11,6.20E-15,1.30E-11,2.45E-15,3.64E-15,2.76E-28,7.68E-32,1.71E-38,2.75E-29,8.07E-48,3.05E-50,9.48E-51,1.22E-51,3.91E-56,1.99E-56,5.08E-57,1.02E-48,1.33E-63,4.18E-68,2.08E-45
1.21E-11,0.112245372,0,0,0,0,0.999999998,3.85E-09,1.57E-11,9.06E-15,1.57E-11,3.58E-15,5.32E-15,4.78E-28,1.54E-31,3.76E-38,5.61E-29,2.12E-47,8.04E-50,2.72E-50,3.49E-51,1.20E-55,6.12E-56,1.43E-56,2.63E-48,4.11E-63,1.29E-67,5.36E-45
1.82E-11,0.112245372,0,0,0,0,0.999999997,5.77E-09,2.36E-11,2.02E-14,2.36E-11,7.97E-15,1.19E-14,1.62E-27,7.93E-31,2.50E-37,2.90E-28,2.67E-46,1.04E-48,5.65E-49,7.26E-50,4.14E-54,2.14E-54,2.64E-55,3.27E-47,1.38E-61,4.40E-66,6.86E-44
3.03E-11,0.112245373,0,0,0,0,0.999999995,9.62E-09,3.94E-11,5.58E-14,3.93E-11,2.20E-14,3.28E-14,7.80E-27,6.73E-30,2.77E-36,2.36E-27,6.74E-45,2.66E-47,2.75E-47,3.52E-48,3.77E-52,2.02E-52,1.01E-53,8.11E-46,1.11E-59,3.58E-64,1.82E-42
5.46E-11,0.112245373,0,0,0,0,0.999999991,1.73E-08,7.10E-11,1.80E-13,7.07E-11,7.14E-14,1.06E-13,4.90E-26,8.02E-29,4.05E-35,2.61E-26,2.72E-43,1.08E-45,2.19E-45,2.81E-46,5.59E-50,3.20E-50,5.75E-52,3.01E-44,1.65E-57,5.37E-62,7.57E-41
7.89E-11,0.112245373,0,0,0,0,0.999999987,2.50E-08,1.03E-10,3.76E-13,1.02E-10,1.49E-13,2.21E-13,1.48E-25,3.21E-28,1.72E-34,1.03E-25,1.90E-42,7.59E-45,1.80E-44,2.31E-45,5.22E-49,3.04E-49,4.34E-51,1.86E-43,1.63E-56,5.32E-61,4.88E-40
1.00E-10,0.112245374,0,0,0,0,0.999999984,3.17E-08,1.30E-10,6.05E-13,1.30E-10,2.40E-13,3.55E-13,3.05E-25,7.97E-28,4.41E-34,2.55E-25,7.32E-42,2.92E-44,7.77E-44,9.99E-45,2.47E-48,1.46E-48,1.75E-50,6.53E-43,9.74E-56,3.17E-60,1.76E-39
1.03E-10,0.112245374,0,0,0,0,0.999999984,3.27E-08,1.34E-10,6.43E-13,1.34E-10,2.55E-13,3.78E-13,3.33E-25,8.88E-28,4.93E-34,2.84E-25,8.43E-42,3.37E-44,9.01E-44,1.16E-44,2.88E-48,1.70E-48,2.02E-50,7.48E-43,1.15E-55,3.73E-60,2.02E-39
1.27E-10,0.112245374,0,0,0,0,0.99999998,4.04E-08,1.66E-10,9.82E-13,1.65E-10,3.89E-13,5.76E-13,6.39E-25,2.01E-27,1.15E-33,6.35E-25,2.85E-41,1.14E-43,3.40E-43,4.37E-44,1.18E-47,7.10E-48,7.16E-50,2.34E-42,5.89E-55,1.92E-59,6.49E-39
1.76E-10,0.112245375,0,0,0,0,0.999999972,5.58E-08,2.30E-10,1.87E-12,2.28E-10,7.44E-13,1.10E-12,1.75E-24,7.19E-27,4.24E-33,2.20E-24,2.00E-40,8.03E-43,2.98E-42,3.84E-43,1.22E-46,7.59E-47,5.52E-49,1.45E-41,8.72E-54,2.84E-58,4.28E-38
2.24E-10,0.112245376,0,0,0,0,0.999999964,7.12E-08,2.95E-10,3.05E-12,2.90E-10,1.21E-12,1.79E-12,3.82E-24,1.91E-26,1.15E-32,5.63E-24,8.27E-40,3.31E-42,1.41E-41,1.81E-42,6.39E-46,4.05E-46,2.40E-48,5.45E-41,5.37E-53,1.75E-57,1.68E-37
2.73E-10,0.112245377,0,0,0,0,0.999999956,8.66E-08,3.59E-10,4.51E-12,3.53E-10,1.80E-12,2.64E-12,7.24E-24,4.25E-26,2.59E-32,1.21E-23,2.65E-39,1.06E-41,5.07E-41,6.52E-42,2.51E-45,1.62E-45,8.07E-48,1.61E-40,2.47E-52,8.07E-57,5.16E-37
3.70E-10,0.112245379,0,0,0,0,0.999999941,1.17E-07,4.89E-10,8.28E-12,4.78E-10,3.31E-12,4.86E-12,2.02E-23,1.60E-25,9.97E-32,4.08E-23,2.04E-38,8.18E-41,6.07E-40,7.82E-41,4.20E-44,3.12E-44,7.62E-47,1.03E-39,4.56E-51,1.49E-55,3.83E-36
4.67E-10,0.11224538,0,0,0,0,0.999999925,1.48E-07,6.21E-10,1.32E-11,6.03E-10,5.30E-12,7.73E-12,4.49E-23,4.43E-25,2.79E-31,1.03E-22,8.87E-38,3.56E-40,3.25E-39,4.19E-40,2.57E-43,2.03E-43,3.72E-46,4.01E-39,3.24E-50,1.06E-54,1.62E-35
5.64E-10,0.112245382,0,0,0,0,0.99999991,1.79E-07,7.54E-10,1.92E-11,7.28E-10,7.75E-12,1.13E-11,8.66E-23,1.02E-24,6.46E-31,2.16E-22,2.90E-37,1.16E-39,1.23E-38,1.59E-39,1.07E-42,8.87E-43,1.33E-45,1.20E-38,1.58E-49,5.17E-54,5.13E-35
6.61E-10,0.112245384,0,0,0,0,0.999999894,2.10E-07,8.88E-10,2.64E-11,8.52E-10,1.07E-11,1.55E-11,1.51E-22,2.05E-24,1.31E-30,4.04E-22,7.91E-37,3.18E-39,3.81E-38,4.92E-39,3.54E-42,3.08E-42,3.96E-45,3.04E-38,6.19E-49,2.02E-53,1.36E-34
7.58E-10,0.112245386,0,0,0,0,0.999999879,2.41E-07,1.02E-09,3.48E-11,9.77E-10,1.41E-11,2.03E-11,2.47E-22,3.79E-24,2.43E-30,6.93E-22,1.90E-36,7.62E-39,1.02E-37,1.32E-38,1.00E-41,9.14E-42,1.03E-44,6.85E-38,2.06E-48,6.73E-53,3.20E-34
9.52E-10,0.112245389,0,0,0,0,0.999999848,3.02E-07,1.30E-09,5.49E-11,1.22E-09,2.24E-11,3.21E-11,5.61E-22,1.06E-23,6.86E-30,1.69E-21,8.38E-36,3.37E-38,5.57E-37,7.21E-38,6.12E-41,6.16E-41,5.37E-44,2.70E-37,1.68E-47,5.49E-52,1.35E-33
1.00E-09,0.112245393,0,0,0,0,0.99999984,3.17E-07,1.37E-09,6.05E-11,1.29E-09,2.47E-11,3.53E-11,6.70E-22,1.33E-23,8.59E-30,2.05E-21,1.16E-35,4.65E-38,8.06E-37,1.04E-37,9.06E-41,9.36E-41,7.72E-44,3.64E-37,2.66E-47,8.70E-52,1.85E-33
1.15E-09,0.112245393,0,0,0,0,0.999999816,3.64E-07,1.58E-09,7.95E-11,1.47E-09,3.27E-11,4.64E-11,1.10E-21,2.49E-23,1.61E-29,3.50E-21,2.82E-35,1.13E-37,2.21E-36,2.87E-37,2.63E-40,2.87E-40,2.09E-43,8.30E-37,8.95E-47,2.93E-51,4.39E-33
1.34E-09,0.112245396,0,0,0,0,0.999999785,4.25E-07,1.86E-09,1.09E-10,1.72E-09,4.50E-11,6.34E-11,1.97E-21,5.13E-23,3.34E-29,6.46E-21,7.88E-35,3.17E-37,7.09E-36,9.21E-37,8.93E-40,1.05E-39,6.61E-43,2.16E-36,3.70E-46,1.21E-50,1.19E-32
1.53E-09,0.1122454,0,0,0,0,0.999999754,4.87E-07,2.16E-09,1.42E-10,1.97E-09,5.94E-11,8.30E-11,3.26E-21,9.66E-23,6.30E-29,1.09E-20,1.92E-34,7.73E-37,1.95E-35,2.54E-36,2.58E-39,3.23E-39,1.81E-42,4.95E-36,1.27E-45,4.17E-50,2.81E-32
1.92E-09,0.112245407,0,0,0,0,0.999999692,6.10E-07,2.75E-09,2.24E-10,2.46E-09,9.44E-11,1.30E-10,7.63E-21,2.80E-22,1.83E-28,2.63E-20,8.78E-34,3.53E-36,1.13E-34,1.48E-35,1.64E-38,2.40E-38,1.05E-41,2.03E-35,1.13E-44,3.71E-49,1.21E-31
2.31E-09,0.112245414,0,0,0,0,0.99999963,7.33E-07,3.37E-09,3.23E-10,2.95E-09,1.38E-10,1.88E-10,1.54E-20,6.74E-22,4.42E-28,5.35E-20,3.01E-33,1.21E-35,4.63E-34,6.06E-35,7.07E-38,1.16E-37,4.30E-41,6.46E-35,6.35E-44,2.08E-48,3.95E-31
2.70E-09,0.11224542,0,0,0,0,0.999999568,8.56E-07,4.00E-09,4.41E-10,3.43E-09,1.91E-10,2.56E-10,2.79E-20,1.42E-21,9.31E-28,9.71E-20,8.48E-33,3.41E-35,1.51E-33,1.98E-34,2.40E-37,4.32E-37,1.41E-40,1.72E-34,2.71E-43,8.86E-48,1.07E-30
3.09E-09,0.112245427,0,0,0,0,0.999999505,9.79E-07,4.66E-09,5.76E-10,3.92E-09,2.53E-10,3.34E-10,4.69E-20,2.71E-21,1.78E-27,1.62E-19,2.09E-32,8.38E-35,4.18E-33,5.51E-34,6.87E-37,1.35E-36,3.95E-40,4.05E-34,9.57E-43,3.13E-47,2.52E-30
3.48E-09,0.112245434,0,0,0,0,0.999999443,1.10E-06,5.33E-09,7.30E-10,4.41E-09,3.24E-10,4.22E-10,7.42E-20,4.81E-21,3.17E-27,2.55E-19,4.62E-32,1.86E-34,1.03E-32,1.36E-33,1.74E-36,3.67E-36,9.81E-40,8.63E-34,2.94E-42,9.63E-47,5.39E-30
3.86E-09,0.112245441,0,0,0,0,0.999999381,1.23E-06,6.03E-09,9.03E-10,4.89E-09,4.05E-10,5.21E-10,1.12E-19,8.05E-21,5.30E-27,3.81E-19,9.42E-32,3.79E-34,2.32E-32,3.07E-33,4.01E-36,9.05E-36,2.22E-39,1.71E-33,8.07E-42,2.64E-46,1.06E-29
4.25E-09,0.112245448,0,0,0,0,0.999999318,1.35E-06,6.74E-09,1.09E-09,5.38E-09,4.97E-10,6.31E-10,1.63E-19,1.28E-20,8.46E-27,5.47E-19,1.80E-31,7.22E-34,4.83E-32,6.41E-33,8.50E-36,2.04E-35,4.66E-39,3.16E-33,2.01E-41,6.58E-46,1.96E-29
4.64E-09,0.112245455,0,0,0,0,0.999999256,1.47E-06,7.47E-09,1.30E-09,5.86E-09,5.98E-10,7.50E-10,2.30E-19,1.97E-20,1.30E-26,7.60E-19,3.24E-31,1.30E-33,9.46E-32,1.26E-32,1.69E-35,4.31E-35,9.19E-39,5.57E-33,4.65E-41,1.52E-45,3.42E-29
5.03E-09,0.112245462,0,0,0,0,0.999999193,1.59E-06,8.22E-09,1.53E-09,6.35E-09,7.10E-10,8.80E-10,3.15E-19,2.92E-20,1.92E-26,1.03E-18,5.57E-31,2.24E-33,1.76E-31,2.34E-32,3.19E-35,8.60E-35,1.72E-38,9.39E-33,1.01E-40,3.30E-45,5.71E-29
5.42E-09,0.112245469,0,0,0,0,0.999999131,1.72E-06,8.98E-09,1.77E-09,6.83E-09,8.33E-10,1.02E-09,4.22E-19,4.20E-20,2.77E-26,1.36E-18,9.21E-31,3.70E-33,3.12E-31,4.17E-32,5.74E-35,1.63E-34,3.07E-38,1.52E-32,2.07E-40,6.77E-45,9.17E-29
6.19E-09,0.112245483,0,0,0,0,0.999999006,1.96E-06,1.06E-08,2.32E-09,7.81E-09,1.11E-09,1.33E-09,7.17E-19,8.13E-20,5.37E-26,2.23E-18,2.28E-30,9.17E-33,8.81E-31,1.18E-31,1.66E-34,5.21E-34,8.79E-38,3.66E-32,7.61E-40,2.49E-44,2.15E-28
6.97E-09,0.112245497,0,0,0,0,0.999998881,2.21E-06,1.22E-08,2.94E-09,8.79E-09,1.44E-09,1.69E-09,1.14E-18,1.46E-19,9.62E-26,3.46E-18,5.07E-30,2.04E-32,2.20E-30,2.98E-31,4.24E-34,1.45E-33,2.22E-37,7.93E-32,2.40E-39,7.86E-44,4.55E-28
7.75E-09,0.112245511,0,0,0,0,0.999998755,2.45E-06,1.39E-08,3.63E-09,9.77E-09,1.81E-09,2.08E-09,1.74E-18,2.46E-19,1.62E-25,5.11E-18,1.04E-29,4.17E-32,4.99E-30,6.79E-31,9.77E-34,3.62E-33,5.09E-37,1.59E-31,6.69E-39,2.19E-43,8.88E-28
8.52E-09,0.112245525,0,0,0,0,0.99999863,2.70E-06,1.57E-08,4.39E-09,1.08E-08,2.24E-09,2.52E-09,2.55E-18,3.95E-19,2.61E-25,7.26E-18,1.98E-29,7.95E-32,1.04E-29,1.43E-30,2.08E-33,8.27E-33,1.08E-36,2.98E-31,1.69E-38,5.53E-43,1.62E-27
9.30E-09,0.112245539,0,0,0,0,0.999998504,2.95E-06,1.76E-08,5.22E-09,1.18E-08,2.71E-09,3.00E-09,3.60E-18,6.09E-19,4.03E-25,9.98E-18,3.56E-29,1.43E-31,2.05E-29,2.82E-30,4.14E-33,1.75E-32,2.14E-36,5.29E-31,3.94E-38,1.29E-42,2.81E-27
1.00E-08,0.112245553,0,0,0,0,0.999998391,3.17E-06,1.93E-08,6.04E-09,1.27E-08,3.19E-09,3.47E-09,4.82E-18,8.74E-19,5.78E-25,1.30E-17,5.83E-29,2.34E-31,3.60E-29,4.98E-30,7.35E-33,3.29E-32,3.79E-36,8.55E-31,7.98E-38,2.61E-42,4.45E-27
1.01E-08,0.112245553,0,0,0,0,0.999998379,3.19E-06,1.95E-08,6.13E-09,1.28E-08,3.24E-09,3.52E-09,4.96E-18,9.07E-19,6.00E-25,1.34E-17,6.13E-29,2.46E-31,3.81E-29,5.28E-30,7.79E-33,3.50E-32,4.02E-36,8.98E-31,8.58E-38,2.81E-42,4.66E-27
1.09E-08,0.112245567,0,0,0,0,0.999998253,3.44E-06,2.14E-08,7.11E-09,1.38E-08,3.83E-09,4.09E-09,6.68E-18,1.31E-18,8.69E-25,1.75E-17,1.01E-28,4.07E-31,6.77E-29,9.42E-30,1.40E-32,6.64E-32,7.20E-36,1.47E-30,1.76E-37,5.77E-42,7.42E-27
1.16E-08,0.112245581,0,0,0,0,0.999998127,3.68E-06,2.35E-08,8.17E-09,1.48E-08,4.47E-09,4.70E-09,8.80E-18,1.85E-18,1.23E-24,2.25E-17,1.61E-28,6.49E-31,1.15E-28,1.62E-29,2.41E-32,1.20E-31,1.24E-35,2.32E-30,3.45E-37,1.13E-41,1.14E-26
1.24E-08,0.112245595,0,0,0,0,0.999998001,3.93E-06,2.56E-08,9.29E-09,1.59E-08,5.17E-09,5.35E-09,1.14E-17,2.56E-18,1.69E-24,2.85E-17,2.50E-28,1.00E-30,1.90E-28,2.68E-29,4.02E-32,2.10E-31,2.06E-35,3.55E-30,6.46E-37,2.12E-41,1.72E-26
1.32E-08,0.112245609,0,0,0,0,0.999997875,4.17E-06,2.77E-08,1.05E-08,1.70E-08,5.93E-09,6.05E-09,1.45E-17,3.47E-18,2.29E-24,3.54E-17,3.76E-28,1.51E-30,3.04E-28,4.30E-29,6.48E-32,3.54E-31,3.32E-35,5.31E-30,1.16E-36,3.81E-41,2.51E-26
1.40E-08,0.112245623,0,0,0,0,0.999997749,4.42E-06,2.99E-08,1.18E-08,1.80E-08,6.75E-09,6.80E-09,1.83E-17,4.61E-18,3.05E-24,4.36E-17,5.53E-28,2.22E-30,4.73E-28,6.73E-29,1.02E-31,5.78E-31,5.21E-35,7.76E-30,2.03E-36,6.64E-41,3.58E-26
1.47E-08,0.112245637,0,0,0,0,0.999997623,4.66E-06,3.22E-08,1.31E-08,1.91E-08,7.64E-09,7.59E-09,2.27E-17,6.05E-18,4.00E-24,5.30E-17,7.96E-28,3.20E-30,7.18E-28,1.03E-28,1.56E-31,9.20E-31,7.97E-35,1.11E-29,3.43E-36,1.12E-40,5.02E-26
1.55E-08,0.112245651,0,0,0,0,0.999997496,4.91E-06,3.45E-08,1.45E-08,2.03E-08,8.59E-09,8.43E-09,2.79E-17,7.82E-18,5.18E-24,6.37E-17,1.13E-27,4.53E-30,1.07E-27,1.54E-28,2.34E-31,1.43E-30,1.19E-34,1.56E-29,5.63E-36,1.84E-40,6.91E-26
1.63E-08,0.112245665,0,0,0,0,0.99999737,5.15E-06,3.68E-08,1.60E-08,2.14E-08,9.61E-09,9.31E-09,3.40E-17,9.98E-18,6.61E-24,7.59E-17,1.56E-27,6.29E-30,1.55E-27,2.25E-28,3.43E-31,2.17E-30,1.75E-34,2.16E-29,9.04E-36,2.96E-40,9.37E-26
1.71E-08,0.11224568,0,0,0,0,0.999997243,5.40E-06,3.92E-08,1.76E-08,2.26E-08,1.07E-08,1.02E-08,4.09E-17,1.26E-17,8.35E-24,8.98E-17,2.14E-27,8.61E-30,2.23E-27,3.24E-28,4.95E-31,3.23E-30,2.53E-34,2.94E-29,1.42E-35,4.64E-40,1.25E-25
1.78E-08,0.112245694,0,0,0,0,0.999997116,5.64E-06,4.17E-08,1.92E-08,2.37E-08,1.19E-08,1.12E-08,4.89E-17,1.58E-17,1.04E-23,1.05E-16,2.89E-27,1.16E-29,3.13E-27,4.58E-28,7.03E-31,4.73E-30,3.59E-34,3.95E-29,2.18E-35,7.14E-40,1.65E-25
1.86E-08,0.112245708,0,0,0,0,0.999996989,5.89E-06,4.42E-08,2.09E-08,2.49E-08,1.31E-08,1.23E-08,5.81E-17,1.95E-17,1.29E-23,1.23E-16,3.85E-27,1.55E-29,4.35E-27,6.40E-28,9.83E-31,6.80E-30,5.01E-34,5.25E-29,3.29E-35,1.08E-39,2.15E-25
1.94E-08,0.112245722,0,0,0,0,0.999996862,6.13E-06,4.68E-08,2.27E-08,2.62E-08,1.44E-08,1.34E-08,6.84E-17,2.39E-17,1.58E-23,1.42E-16,5.06E-27,2.04E-29,5.96E-27,8.81E-28,1.36E-30,9.64E-30,6.92E-34,6.88E-29,4.88E-35,1.60E-39,2.77E-25
2.02E-08,0.112245736,0,0,0,0,0.999996735,6.38E-06,4.94E-08,2.45E-08,2.74E-08,1.58E-08,1.45E-08,8.01E-17,2.91E-17,1.93E-23,1.63E-16,6.59E-27,2.65E-29,8.06E-27,1.20E-27,1.85E-30,1.35E-29,9.42E-34,8.93E-29,7.12E-35,2.33E-39,3.53E-25
