Time (s),Volume (m^3),Ar,He,Ne,N2,C7H16(1),C2H5(7),C5H11(6),C4H9(4),C3H7(5),C2H4(17),CH3(12),H(9),H2(49),C2H3(42),C#C(51),C3H6(85)
1.88870046731618e-06,43.41536536144353,0.98,0.0,0.0,0.0,0.006233508595299121,0.007840413270906989,0.00020829563990969592,0.0003099433231017725,0.0018012428608823628,0.03054451735601841,0.011857642936252088,0.005476782743469606,3.364475094205877e-05,2.43266904148673e-05,2.1503882950173152e-06,4.702602409771102e-10
1.918078734698889e-06,43.43621956888335,0.98,0.0,0.0,0.0,0.006121491241852834,0.007833335927467667,0.00020455248128506263,0.00030437653620400635,0.001771015073691961,0.030932846615749337,0.01200802745905219,0.005595120575904522,3.541223163431865e-05,2.561848474174403e-05,2.3082579190026537e-06,5.013017070938178e-10
1.947457002081598e-06,43.45679248201002,0.98,0.0,0.0,0.0,0.006011486861580068,0.007824222816153373,0.00020087659133606966,0.00029890934059272864,0.0017411624561647922,0.03131637191026573,0.012156042944840385,0.005713241767634098,3.723500610636808e-05,2.6950630678311155e-05,2.4745107080181956e-06,5.336475089193191e-10
1.9768352694643073e-06,43.47708723045155,0.98,0.0,0.0,0.0,0.005903459280965984,0.007813143948545745,0.00019726676107500622,0.0002935400143676987,0.0017116914543123004,0.031695131543166465,0.012301718691343869,0.0058311158638909505,3.911341554983221e-05,2.8323304174410143e-05,2.6494111964146374e-06,5.673151029204533e-10
2.0062135368470164e-06,43.49710695279598,0.98,0.0,0.0,0.0,0.005797372976541457,0.007800167616582065,0.00019372180324340904,0.0002882668561576475,0.0016826073632618323,0.03206916470154036,0.012445084425250563,0.005948713539529649,4.1047775377629075e-05,2.9736657254833716e-05,2.833225304267626e-06,6.023209879534299e-10
2.0355918042297255e-06,43.516854792683155,0.98,0.0,0.0,0.0,0.00569319306320155,0.007785360427457304,0.0001902405519220406,0.00028308818635617135,0.0016539144291719333,0.03243851135046159,0.012586170215993954,0.006066006570059973,4.303837570058925e-05,3.119081839882716e-05,3.0262201834284208e-06,6.386807031298228e-10
2.0649700716124346e-06,43.53633389524502,0.98,0.0,0.0,0.0,0.0055908852827339485,0.007768787338092094,0.00018682186214777547,0.0002780023480880561,0.0016256159429407732,0.032803212136045694,0.012725006397446097,0.006182967803253357,4.508548181488698e-05,3.268589293485005e-05,3.2286640655022703e-06,6.764088225238765e-10
2.0943483389951437e-06,43.55554740386592,0.98,0.0,0.0,0.0,0.00549041599255351,0.007750511689135607,0.00018346460953727487,0.00027300770794932603,0.0015977143263566302,0.03316330829637544,0.012861623496870913,0.006299571131318586,4.718933469870989e-05,3.4221963449072024e-05,3.4408261118680738e-06,7.155189551567977e-10
2.1237266063778528e-06,43.574498457236125,0.98,0.0,0.0,0.0,0.005391752154639284,0.007730595238479993,0.00018016768991731508,0.0002681026565569471,0.0015702112112867634,0.033518841579666066,0.012996052170542866,0.006415791463641982,4.93501515166995e-05,3.579909020616948e-05,3.662976265843729e-06,7.560237491181613e-10
2.153104873760562e-06,43.59319018667472,0.98,0.0,0.0,0.0,0.00529486132467032,0.007709098194268545,0.00017693001896166828,0.0002632856089385693,0.0015431075124538113,0.033869854169090934,0.013128323145483657,0.006531604700086757,5.156812613079396e-05,3.741731158107742e-05,3.895385107093066e-06,7.979348912130631e-10
2.182483141143271e-06,43.611625713700086,0.98,0.0,0.0,0.0,0.0051997116413567265,0.0076860792473840474,0.00017375053183445586,0.000258555004788328,0.0015164034943062387,0.0342163886137355,0.01325846716681253,0.006646987704845656,5.3843429616197014e-05,3.907664450040761e-05,4.138323708362142e-06,8.412631103176384e-10
2.21186140852598e-06,43.62980814782759,0.98,0.0,0.0,0.0,0.005106271815962449,0.007661595603407507,0.00017062818283988346,0.00025390930861088893,0.001490098832450107,0.03455848776519047,0.01338651495024506,0.006761918280840628,5.617621078128474e-05,4.077708489232266e-05,4.392063494624992e-06,8.860181868210253e-10
2.241239675908689e-06,43.647740584576205,0.98,0.0,0.0,0.0,0.005014511122016328,0.0076357030140409244,0.00016756194507824927,0.000249347009772399,0.0014641926700727438,0.03489619471933415,0.013512497139312617,0.0068763751446628526,5.856659669034508e-05,4.251860814373652e-05,4.656876104711607e-06,9.322089569021449e-10
2.2706179432913983e-06,43.66542610366674,0.98,0.0,0.0,0.0,0.004924399385208058,0.007608455807990584,0.0001645508101081097,0.0002448666224739585,0.0014386836697547632,0.035229552762892205,0.013636444266908772,0.006990337902046145,6.1014693188123454e-05,4.430116956376065e-05,4.93303325548376e-06,9.798433181801794e-10
2.2999962106741074e-06,43.68286776739602,0.98,0.0,0.0,0.0,0.004835906973465715,0.0075799069213097784,0.00016159378761449372,0.00024046668566074438,0.0014135700610355263,0.035558605324395455,0.01375838672080066,0.007103787023866502,6.352058542522283e-05,4.612470485237656e-05,5.220806608617714e-06,1.0289282434200935e-09
2.3293744780568165e-06,43.700068619172725,0.98,0.0,0.0,0.0,0.004749004787211603,0.007550107927201501,0.0001586899050830649,0.00023614576287791538,0.0013888496840684804,0.03588339592918749,0.013878354712772014,0.007216703822660329,6.608433838347588e-05,4.7989130573394725e-05,5.520467640046417e-06,1.0794697892773997e-09
2.3587527454395256e-06,43.71703168220176,0.98,0.0,0.0,0.0,0.0046636642497931945,0.007519109065283317,0.000155838207480131,0.00023190244208274322,0.0013645200296764257,0.036203968158161806,0.013996378251091256,0.007329070429653777,6.870599740047325e-05,4.989434463079981e-05,5.832287512107764e-06,1.1314731033817406e-09
2.3881310128222347e-06,43.73375995830456,0.98,0.0,0.0,0.0,0.004579857298086052,0.0074869592703176975,0.00015303775693839957,0.00022773533542094125,0.0013405782760924458,0.03652036560993357,0.01411248711602245,0.007440869772295451,7.138558869249407e-05,5.184022674762792e-05,6.156536948439794e-06,1.184942441114421e-09
2.4175092802049438e-06,43.75025642686495,0.98,0.0,0.0,0.0,0.004497556373265594,0.007453706200412269,0.00015028763244837463,0.00022364307897388642,0.0013170213226497275,0.036832631866175025,0.014226710838119494,0.007552085552284653,7.41231198751436e-05,5.3826638946597484e-05,6.493486111658167e-06,1.2398811787477715e-09
2.446887547587653e-06,43.76652404388942,0.98,0.0,0.0,0.0,0.004416734411744713,0.007419396264695199,0.0001475869295552957,0.00021962433248235715,0.0012938458206627208,0.03714081045986538,0.014339078679065021,0.007662702224087274,7.691858048105785e-05,5.585342603175217e-05,6.843404483846143e-06,1.2962918213889125e-09
2.476265814970362e-06,43.78256574117301,0.98,0.0,0.0,0.0,0.004337364836274241,0.007384074650471662,0.00014493476006151928,0.00021567777905152365,0.0012710482017230184,0.03744494484622556,0.014449619614834399,0.00777270497393136,7.977194247408755e-05,5.792041607040368e-05,7.206560749882266e-06,1.354176021514764e-09
2.505644082353071e-06,43.798384425561764,0.98,0.0,0.0,0.0,0.004259421547203341,0.007347785349867769,0.0001423302517342484,0.0002118021248411866,0.0012486247036157523,0.03774507837612707,0.014558362320983093,0.00788207969927438,8.268316075942249e-05,6.002742087473317e-05,7.583222683626406e-06,1.413534596432547e-09
2.53502234973578e-06,43.81398297830401,0.98,0.0,0.0,0.0,0.004182878913896965,0.007310571185968786,0.0001397725480185141,0.00020799609874462988,0.0012265713940461133,0.0380412542717804,0.014665335159871852,0.007990812988734225,8.565217368916315e-05,6.217423648244898e-05,7.973657036980234e-06,1.47436753685994e-09
2.5644006171184893e-06,43.82936425448293,0.98,0.0,0.0,0.0,0.00410771176630753,0.007272473838458776,0.0001372608077553154,0.00020425845205890978,0.0012048841923506793,0.03833351560452434,0.014770566169659124,0.008098892102475904,8.867890356289027e-05,6.43606436359103e-05,8.378129431834144e-06,1.5366740258229217e-09
2.5937788845011984e-06,43.844531082523716,0.98,0.0,0.0,0.0,0.00403389538669805,0.007233533868769011,0.00013479420490482562,0.0002005879581489456,0.0011835588893544585,0.038621905274551324,0.014874083054904,0.008206304953045994,9.17632571228232e-05,6.658640825919242e-05,8.79690425490852e-06,1.6004524602556668e-09
2.6525354192666166e-06,43.8742325723363,0.98,0.0,0.0,0.0,0.003890218273768177,0.0071532828636301565,0.00012999318126477805,0.00019344363040598619,0.001141976603639951,0.039187240266283056,0.015076083559061001,0.008419086665927984,9.810438739928059e-05,7.115500235807271e-05,9.67841195336361e-06,1.7324148877711785e-09
2.705416300555493e-06,43.900258315768276,0.98,0.0,0.0,0.0,0.003765289506927896,0.007078560069373864,0.00012581864316238406,0.00018723153208628706,0.0011057459904150477,0.039683226924631256,0.01525229255687669,0.008608203030774798,0.00010400724073093472,7.539870465842333e-05,1.0523306674168908e-05,1.856183431098829e-09
2.758297181844369e-06,43.92563197573686,0.98,0.0,0.0,0.0,0.003644372647354272,0.007001689437387645,0.00012177816651641101,0.0001812189046232641,0.001070618354089314,0.04016732696940088,0.015423362700804816,0.008795000602390565,0.00011009468446754932,7.976565735401406e-05,1.1418586050836323e-05,1.984661790325162e-09
2.8111780631332455e-06,43.95036904685997,0.98,0.0,0.0,0.0,0.0035273388582023743,0.006922870229282121,0.00011786744584137372,0.00017539934711481174,0.0010365665569207,0.040639782321479405,0.015589442737668586,0.00897943010666081,0.00011636567519544552,8.425402123638756e-05,1.236573452384184e-05,2.1178143107340865e-09
2.864058944422122e-06,43.974484713103955,0.98,0.0,0.0,0.0,0.0034140634402024185,0.006842291811709538,0.00011408231394788682,0.00016976666307107904,0.0010035631974091208,0.0411008320117454,0.015750677581484122,0.009161447735822349,0.0001228190434527822,8.886183838788532e-05,1.3366216183322529e-05,2.255598472237904e-09
2.916939825710998e-06,43.99799386704161,0.98,0.0,0.0,0.0,0.003304425698694437,0.006760134054905444,0.00011041873749644129,0.0001643148541411284,0.0009715807750131786,0.041550712020022716,0.01590720830877345,0.009341014855460888,0.00012945350192627498,9.358704049509286e-05,1.4421473268448057e-05,2.397965234099746e-09
2.9698207069998744e-06,44.02091109562482,0.98,0.0,0.0,0.0,0.0031983088149930856,0.006676567717007445,0.00010687281269607803,0.00015903811396891687,0.0009405918280333146,0.041989655142856415,0.016059172173829954,0.009518097724208571,0.000136267653380387,9.842745696523515e-05,1.5532924763008096e-05,2.5448593770533076e-09
3.0227015882887507e-06,44.04325068918645,0.98,0.0,0.0,0.0,0.0030955997218524212,0.006591754814899365,0.00010344076114026898,0.00015393082218508885,0.0009105690486486465,0.042417890885992945,0.016206702640364102,0.009692667225423468,0.00014325999831809596,0.0001033808228349083,1.6701965083550345e-05,2.6962198808060477e-09
3.075582469577627e-06,44.065026639177965,0.98,0.0,0.0,0.0,0.0029961889830054833,0.0065058489816599875,0.00010011892577915205,0.0001489875385470352,0.0008814853773876245,0.04283564537924392,0.016349929427325393,0.009864698610737783,0.0001504289423664336,0.00010844478645984073,1.7929962860497317e-05,2.851980273662834e-09
3.1284633508665033e-06,44.08625264192965,0.98,0.0,0.0,0.0,0.0028999706765755074,0.006418995811276429,9.690376702131956e-05,0.0001442029972382246,0.0008533140808408898,0.043243141309797645,0.016488978565460135,0.010034171254832407,0.00015777280338773948,0.00011361691697802692,1.9218259808953324e-05,3.012068962343787e-09
3.1813442321553796e-06,44.10694210078213,0.98,0.0,0.0,0.0,0.002806842282226187,0.006331333191056369,9.379185896071946e-05,0.00013957210133202182,0.0008260288153422631,0.043640597871164775,0.016623972462134724,0.010201068421002104,0.00016528981831631054,0.00011889471153902955,2.0568169687100393e-05,3.1764096029610217e-09
3.234225113444256e-06,44.127108129606725,0.98,0.0,0.0,0.0,0.002716704571918473,0.006242991622175835,9.077988572423651e-05,0.0001350899174182678,0.0007996036787209867,0.04402823072557501,0.016755029972579185,0.010365377037074587,0.00017297814972187762,0.00012427560229432102,2.1980977339752456e-05,3.3449214457592536e-09
3.287105994733132e-06,44.14676355618475,0.98,0.0,0.0,0.0,0.0026294615041751544,0.006154094528689421,8.786463793664352e-05,0.0001307516703893509,0.0007740132516016165,0.044406251978286265,0.016882266476278458,0.010527087481346025,0.00018083589210150488,0.00012975696314467921,2.3457937825092235e-05,3.517519640490948e-09
3.3399868760220085e-06,44.16592092605802,0.98,0.0,0.0,0.0,0.0025450201217467284,0.006064758555353844,8.504300929935525e-05,0.00012655273838342877,0.000749232629668993,0.044774870162321546,0.017005793957308942,0.010686193378172804,0.00018886107790293429,0.00013533611624209316,2.5000275622311488e-05,3.6941155889362433e-09
3.392867757310885e-06,44.1845925065322,0.98,0.0,0.0,0.0,0.0024632904525690356,0.005975093854625326,8.231199327931442e-05,0.00012248864788324426,0.0007252374482788474,0.045134290232182316,0.017125721087458152,0.010842691402850697,0.00019705168328332535,0.0001410103382449094,2.6609183917711104e-05,3.8746172792050975e-09
3.445748638599761e-06,44.20279029092745,0.98,0.0,0.0,0.0,0.0023841854139011855,0.005885204363198792,7.966867990427602e-05,0.00011855506896802689,0.0007020039006651945,0.04548471356521692,0.01724215331109713,0.01099658109540711,0.00020540563360817648,0.00014677686632597392,2.828582396665563e-05,4.058929558633879e-09
3.4986295198886374e-06,44.22052600296103,0.98,0.0,0.0,0.0,0.0023076207195393667,0.005795188068434669,7.711025266099286e-05,0.00011474781071463848,0.0006795087507524913,0.04582633796956966,0.017355192931005237,0.011147864682953715,0.0002139208086956502,0.00015263290393422108,3.0031324528790462e-05,4.246954457568369e-09
3.5515104011775137e-06,44.237811101245136,0.98,0.0,0.0,0.0,0.0022335147900087405,0.005705137264997923,7.463398549302754e-05,0.00011106281674353396,0.0006577293413749829,0.0461593576978466,0.01746493919454072,0.011296546910267487,0.00022259504781192786,0.00015857562631114595,3.184678137394773e-05,4.438591511195589e-09
3.60439128246639e-06,44.25465678385912,0.98,0.0,0.0,0.0,0.0021617886656398544,0.005615138802020359,7.223723989505504e-05,0.00010749616090536245,0.0006366435985861545,0.04648396346575432,0.017571488379661288,0.011442634878281541,0.00023142615442359608,0.00016460218576436282,3.373325685616309e-05,4.633737996064066e-09
3.6572721637552663e-06,44.27107399298277,0.98,0.0,0.0,0.0,0.002092365922437527,0.005525274321092263,6.99174621005726e-05,0.0001040440431043908,0.0006162300326767456,0.04680034247503404,0.01767493388035804,0.01158613789017331,0.00024041190071344323,0.0001707097167009106,3.569177955319057e-05,4.832289216051594e-09
3.7101530450441426e-06,44.2870734195707,0.98,0.0,0.0,0.0,0.002025172590651898,0.005435620485384359,6.767218035999334e-05,0.00010070278525496576,0.0005964677364538517,0.04710867844007859,0.017775366291127685,0.011727067304744127,0.0002495500318663293,0.0001768953404237007,3.772334396888003e-05,5.034138811827675e-09
3.763033926333019e-06,44.30266550804916,0.98,0.0,0.0,0.0,0.001960137075964187,0.005346249200192495,6.549900230619269e-05,9.746882736705365e-05,0.0005773363812517176,0.04740915161770493,0.017872873490182704,0.011865436396794134,0.0002588382701319888,0.00018315616969510364,3.982891029578602e-05,5.239178961112201e-09
3.815914807621895e-06,44.31786046101709,0.98,0.0,0.0,0.0,0.0018971900832030634,0.00525722782518694,6.33956124046931e-05,9.433872375681391e-05,0.00055881621106413,0.04770193883963642,0.017967540721172272,0.012001260224208148,0.00026827431867173715,0.0001894893130718172,4.200940423540072e-05,5.447300618513636e-09
3.868795688910771e-06,44.33266824393776,0.98,0.0,0.0,0.0,0.001836264542510661,0.0051686193786384055,6.135976948577476e-05,9.130913937827042e-05,0.0005408880351262633,0.04798721354731346,0.018059450673241134,0.012134555501479046,0.00027785586519614046,0.00019589187901565804,4.4265716873430976e-05,5.658393813824939e-09
3.921676570199647e-06,44.34709858981062,0.98,0.0,0.0,0.0,0.0017772955378798198,0.005080482733885035,5.938930435588613e-05,8.837684627232622e-05,0.0005235332192299622,0.048265145828695594,0.018148683559291754,0.012265340479404455,0.00028758058540075213,0.00020236097978545135,4.6598704607566714e-05,5.872347820088787e-09
3.974557451488523e-06,44.361161003815056,0.98,0.0,0.0,0.0,0.0017202202379863732,0.004992872808297623,5.7482117485804515e-05,8.5538720129496e-05,0.0005067336760204662,0.04853590245675633,0.01823531719234421,0.012393634830701094,0.0002974461462070535,0.00020889373511512956,4.9009189125217695e-05,6.089051339347915e-09
4.027438332777399e-06,44.37486476791799,0.98,0.0,0.0,0.0,0.0016649778292426743,0.004905840744993212,5.563617677307428e-05,8.279173696279293e-05,0.0004904718544876227,0.048799646929407435,0.0183194270599177,0.01251945954128971,0.0003074502088157103,0.00021548727568344143,5.1497957428731936e-05,6.3083927907364536e-09
4.0803192140662746e-06,44.38821894543867,0.98,0.0,0.0,0.0,0.0016115094510009416,0.004819434087539729,5.384951537633304e-05,8.013296988726722e-05,0.0004747307288311993,0.049056539510624754,0.018401086396384925,0.012642836807012697,0.00031759043157921505,0.00022213874638118226,5.4065761905652865e-05,6.530260454463948e-09
4.1332000953551504e-06,44.401232385564754,0.98,0.0,0.0,0.0,0.0015597581328374195,0.004733696947886903,5.2120229619214914e-05,7.755958600278932e-05,0.00045949378685125104,0.049306737272577984,0.018480366253272845,0.012763789935555186,0.00032786447270091013,0.00022884530938163325,5.671332044162122e-05,6.754542596054122e-09
4.186080976644026e-06,44.41391372781479,0.98,0.0,0.0,0.0,0.00150966873385057,0.0046486701677517514,5.04464769615959e-05,7.506884337678844e-05,0.0004447450179916578,0.049550394138590616,0.018557335567500693,0.012882343253348886,0.0003382699927672884,0.00023560414701995645,5.9441316573578315e-05,6.981127743572509e-09
4.238961857932902e-06,44.426271406443945,0.98,0.0,0.0,0.0,0.0014611878839086395,0.004564391473680271,4.882647403601711e-05,7.265808812377022e-05,0.0004304689011463072,0.049787660926776646,0.018632061227559307,0.012998522017246097,0.00034880465712036824,0.00024241246448784614,6.225039968098023e-05,7.209904819608864e-09
4.291842739221778e-06,44.43831365479,0.98,0.0,0.0,0.0,0.0014142639267839938,0.004480895626000621,4.725849474719038e-05,7.032475157853109e-05,0.0004166503923210239,0.05001868539421819,0.018704608137647103,0.013112352330758898,0.0003594661380768103,0.0002492674923494203,6.514118521278859e-05,7.440763197636331e-09
4.344723620510654e-06,44.45004850955655,0.98,0.0,0.0,0.0,0.0013688468651135964,0.004398214561876729,4.5740868432557805e-05,6.806634756007357e-05,0.000403274912229534,0.050243612281564536,0.01877503927978713,0.01322386106466641,0.00037025211700030924,0.0002561664888841505,6.811425494806138e-05,7.673592964632032e-09
4.39760450179953e-06,44.4614838150321,0.98,0.0,0.0,0.0,0.0013248883071269992,0.004316377532665129,4.427197808194278e-05,6.58804697233168e-05,0.00039032833388877303,0.05046258335794751,0.01884341577395853,0.013333075781800301,0.0003811602862336421,0.0002631067422632471,7.117015728802708e-05,7.908285056861064e-09
4.450485383088406e-06,44.472627227243166,0.98,0.0,0.0,0.0,0.001282341415085078,0.004235411235771716,4.2850258614393265e-05,6.376478899578939e-05,0.0003777969702679346,0.05067573746612019,0.018909796936281448,0.013440024665826106,0.00039218835089660113,0.0002700855725655889,7.43094075775876e-05,8.14473124410519e-09
4.5033662643772816e-06,44.483486218040014,0.98,0.0,0.0,0.0,0.00124116085537459,0.004155339941199338,4.147419521037944e-05,6.171705109658523e-05,0.00036566756203658776,0.05088321056773654,0.01897424033529867,0.013544736453844828,0.00040333403055587395,0.0002771003336388227,7.753248845425805e-05,8.38282436939289e-09
4.5562471456661574e-06,44.494068079114705,0.98,0.0,0.0,0.0,0.0012013027502053707,0.004076185612971397,4.01423216975667e-05,5.973507413494811e-05,0.0003539272654494391,0.05108513578869872,0.01903680184640141,0.013647240372646124,0.00041459506077276315,0.0002841484148119461,8.083985022261356e-05,8.622458507446904e-09
4.609128026955033e-06,44.50437992595074,0.98,0.0,0.0,0.0,0.0011627246308587107,0.003997968025611222,3.8853218988441925e-05,5.781674628593415e-05,0.00034256364039857054,0.05128164346450682,0.019097535704448852,0.013747566078450815,0.0004259691945344679,0.0002912272424654532,8.423191125237855e-05,8.86352887621579e-09
4.662008908243909e-06,44.5144287017038,0.98,0.0,0.0,0.0,0.0011253853924370852,0.00392070487585142,3.760551356812678e-05,5.596002354067983e-05,0.0003315646386581121,0.051472861185552776,0.019156494554632662,0.013845743599986911,0.0004374542035744744,0.00029833428146433674,8.770905839835725e-05,9.105932039597806e-09
4.714889789532785e-06,44.52422118101353,0.98,0.0,0.0,0.0,0.001089245250067033,0.003844411889742288,3.639787603076502e-05,5.416292752888347e-05,0.0003209185923413085,0.05165891384230711,0.01921372950163929,0.01394180328474946,0.0004490478795874172,0.0003054670364599841,9.12716474404683e-05,9.34956610924387e-09
4.767770670821661e-06,44.533763973746815,0.98,0.0,0.0,0.0,0.0010542656965085138,0.0037691029253231105,3.5229019662923014e-05,5.242354341118425e-05,0.00031061420258571726,0.051839923670351805,0.0192692901571638,0.014035775748300377,0.00046074803534361007,0.00031262305306696244,9.492000354221133e-05,9.594330588573336e-09
4.820651552110537e-06,44.54306352867225,0.98,0.0,0.0,0.0,0.0010204094611255805,0.0036947900710152487,3.409769907249275e-05,5.074001783919733e-05,0.0003006405284787144,0.05201601029521819,0.019323224685827887,0.014127691826470263,0.0004725525057082476,0.00031979991891957276,9.865442172595598e-05,9.840126517614382e-09
4.873532433399413e-06,44.55212613706594,0.98,0.0,0.0,0.0,0.000987640470174647,0.003621483739891015,3.3002708861635216e-05,4.91105569810355e-05,0.00029098697623244126,0.05218729077699274,0.0193755798495554,0.014217582530329701,0.00048445914857012063,0.000326995264613767,0.00010247516736350807,1.008685673868706e-08
4.9264133146882886e-06,44.56095793625039,0.98,0.0,0.0,0.0,0.0009559238083680429,0.0035491927599675724,3.194288234234897e-05,4.7533424610216224e-05,0.0002816432886147205,0.05235387965465721,0.019426401050458564,0.014305479003802739,0.0004964658456844966,0.0003342067645403218,0.0001063824766804693,1.033442568628557e-08
4.9792941959771644e-06,44.56956491306519,0.98,0.0,0.0,0.0,0.0009252256816718932,0.0034779244606704747,3.091709029329426e-05,4.6006940255920615e-05,0.00027259953464026093,0.052515888990133576,0.019475732372285875,0.014391412483800686,0.0005085705034346548,0.0003414321376136929,0.00011037655727297034,1.0582739446118604e-08
5.03217507726604e-06,44.57795290727132,0.98,0.0,0.0,0.0,0.0008955133812986942,0.0034076847556069293,2.992423975654723e-05,4.4529477412635886e-05,0.00026384609952461206,0.052673428412006645,0.019523616620482423,0.014475414262759065,0.0005207710535163846,0.0003486691479015664,0.00011445758863541562,1.0831706102113994e-08
5.085055958554916e-06,44.586127614889435,0.98,0.0,0.0,0.0,0.0008667552488562128,0.003338478221784478,2.8963272873001274e-05,4.3099461807275866e-05,0.00025537367490177117,0.05282660515890034,0.019570095360913132,0.014557515653465464,0.0005330654535495941,0.0003559156051608851,0.00011862572269794063,1.1081235496388752e-08
5.137936839843792e-06,44.594094591473024,0.98,0.0,0.0,0.0,0.0008389206426155773,0.00327030817540648,2.8033165755173666e-05,4.171536972193549e-05,0.000247173249305047,0.05297552412248584,0.019615208957296508,0.014637747956070684,0.0005454516876210074,0.00036316936528434833,0.00012288108437234004,1.1331239168247222e-08
5.190817721132668e-06,44.601859255316256,0.98,0.0,0.0,0.0,0.0008119799048626191,0.003203176744371604,2.713292739621598e-05,4.0375726370493985e-05,0.0002392360989096897,0.05312028789010218,0.019658996607395476,0.014716142427179982,0.000557927766761765,0.0003704283306616882,0.00012722377210528277,1.1581630792934808e-08
5.243698602421544e-06,44.60942689059883,0.98,0.0,0.0,0.0,0.0007859043302976789,0.0031370849376004847,2.626159861396495e-05,3.907910432733862e-05,0.00023155377853489224,0.05326099678697162,0.01970149637801206,0.014792730250925448,0.0005704917293635903,0.00037769045046137856,0.00013165385843768646,1.183232594924718e-08
5.29657948371042e-06,44.616802650467804,0.98,0.0,0.0,0.0,0.0007606661354502066,0.0030720327113086905,2.54182510289081e-05,3.782412200653649e-05,0.00022411811290202018,0.05339774891799401,0.019742745238829316,0.014867542511924842,0.0005831416415370226,0.00038495372083643584,0.00013617139056918,1.2083241900014816e-08
5.349460364999296e-06,44.623991560056545,0.98,0.0,0.0,0.0,0.0007362384290755653,0.0030080190323413143,2.4601986074974665e-05,3.66094421898351e-05,0.00021692118814531909,0.05353064020910631,0.01978277909514228,0.014940610170036027,0.0005958755974150741,0.0003922161850577762,0.00014077639092663547,1.2334298121089068e-08
5.4023412462881715e-06,44.630998519443246,0.98,0.0,0.0,0.0,0.0007125951835024982,0.002945041938680736,2.3811934042097176e-05,3.543377060192498e-05,0.00020995534357085648,0.053659764448194154,0.01982163281952056,0.01501196403682002,0.0006086917194055155,0.00039947593358064133,0.0001454688577358022,1.2585416129337153e-08
5.455222127577047e-06,44.63782830654918,0.98,0.0,0.0,0.0,0.0006897112069007315,0.0028830985972354136,2.3047253149523098e-05,3.429585453144708e-05,0.00020321316365906495,0.05378521332554451,0.019859340282441715,0.015081634753629442,0.000621588158394862,0.00040673110404755363,0.00015024876559513068,1.2836519065786971e-08
5.508103008865923e-06,44.64448557997656,0.98,0.0,0.0,0.0,0.0006675621164391607,0.002822185359014034,2.2307128648888842e-05,3.3194481496277034e-05,0.00019668747030594184,0.05390707647382936,0.01989593438193216,0.015149652771242552,0.0006345630939069829,0.0004139798812303219,0.00015511606605091833,1.3087532295635323e-08
5.560983890154799e-06,44.65097488178865,0.98,0.0,0.0,0.0,0.0006461243123060211,0.0027622978117858576,2.159077195609984e-05,3.2128477951664846e-05,0.0001903713152977295,0.05402544150761138,0.019931447072254065,0.015216048330966564,0.0006476147342191347,0.000421220496916399,0.00016007068817296038,1.3338383365176229e-08
5.613864771443675e-06,44.65730064023245,0.98,0.0,0.0,0.0,0.0006253749525633672,0.0027034308303247284,2.0897419811091563e-05,3.109670803985472e-05,0.00018425797301372228,0.05414039406236365,0.019965909391673416,0.015280851447137193,0.0006607413164380843,0.0004284512297430593,0.00016511253912993582,1.3589001354426865e-08
5.666745652732551e-06,44.66346717240364,0.98,0.0,0.0,0.0,0.0006052919288090563,0.0026455786243309307,2.022633346457576e-05,3.00980723798532e-05,0.00017834093335172705,0.05425201783299708,0.019999351489341066,0.015344091890944475,0.0006739411065388644,0.0004356704049808869,0.00017024150476380187,1.3839317505090401e-08
5.719626534021427e-06,44.66947868685633,0.98,0.0,0.0,0.0,0.0005858538426203187,0.0025887347841219146,1.9576797890905077e-05,2.9131506896057287e-05,0.00017261389487062637,0.0543603946118888,0.02003180265132123,0.015405799175518016,0.000687212399368583,0.00044287639427155196,0.00017545745016251334,1.4089265389334603e-08
5.772507415310303e-06,44.675339286158504,0.98,0.0,0.0,0.0,0.0005670399827538027,0.0025328923241797474,1.894812102621723e-05,2.8195981684494782e-05,0.0001670707581444517,0.054465604326407104,0.02006329132579903,0.015466002542207686,0.0007005535186175987,0.00045006761532358957,0.00018076022023042908,1.4338780012717217e-08
5.8253882965991785e-06,44.681052969392276,0.98,0.0,0.0,0.0,0.00054883030307781,0.0024780437246402103,1.833963303104656e-05,2.7290499915469604e-05,0.00016170561932236626,0.054567725075928025,0.020093845147494443,0.01552473094799854,0.0007139628167602517,0.0004572425315666181,0.0001861496402558047,1.4587798397286452e-08
5.878269177888054e-06,44.68662363460138,0.98,0.0,0.0,0.0,0.0005312054012132035,0.002424180970805483,1.7750685576617162e-05,2.641409677144344e-05,0.00015651276388897297,0.05466683316834042,0.020123490961313124,0.015582013054001514,0.0007274386749672424,0.0004643996517684479,0.00019162551647480933,1.4836260055144252e-08
5.93115005917693e-06,44.692055081187576,0.98,0.0,0.0,0.0,0.0005141464978602302,0.0023712955907595245,1.7180651154056915e-05,2.5565838419022394e-05,0.00015148666061940222,0.05476300315603629,0.02015225484526274,0.01563787721496391,0.0007409795029916412,0.00047153752961932117,0.00019718763663154518,1.508410584718001e-08
5.984030940465806e-06,44.69735101225446,0.98,0.0,0.0,0.0,0.0004976354167892352,0.0023193786911625087,1.66289224057962e-05,2.4744821013953978e-05,0.00014662195572368955,0.05485630787138406,0.020180162132658355,0.015692351469746253,0.0007545837390304181,0.000478654763282712,0.00020283577053358472,1.5331278414137254e-08
